😖	Confounded Face	Smileys
😗	Kissing Face	Smileys
😘	Face Throwing A Kiss	Smileys
😙	Kissing Face With Smiling Eyes	Smileys
😚	Kissing Face With Closed Eyes	Smileys
😛	Face With Stuck-Out Tongue	Smileys
😜	Face With Stuck-Out Tongue And Winking Eye	Smileys
😝	Face With Stuck-Out Tongue And Tightly-Closed Eyes	Smileys
😞	Disappointed Face	Smileys
😟	Worried Face	Smileys
😠	Angry Face	Smileys
😡	Pouting Face	Smileys
😢	Crying Face	Smileys
😣	Persevering Face	Smileys
😤	Face With Look Of Triumph	Smileys
😥	Disappointed But Relieved Face	Smileys
😦	Frowning Face With Open Mouth	Smileys
😧	Anguished Face	Smileys
😨	Fearful Face	Smileys
😩	Weary Face	Smileys
😪	Sleepy Face	Smileys
😫	Tired Face	Smileys
😬	Grimacing Face	Smileys
😭	Loudly Crying Face	Smileys
😮	Face With Open Mouth	Smileys
😯	Hushed Face	Smileys
😰	Face With Open Mouth And Cold Sweat	Smileys
😱	Face Screaming In Fear	Smileys
😲	Astonished Face	Smileys
😳	Flushed Face	Smileys
😴	Sleeping Face	Smileys
😵	Dizzy Face	Smileys
😶	Face Without Mouth	Smileys
😷	Face With Medical Mask	Smileys
😸	Grinning Cat Face With Smiling Eyes	Smileys
😹	Cat Face With Tears Of Joy	Smileys
😺	Smiling Cat Face With Open Mouth	Smileys
😻	Smiling Cat Face With Heart-Shaped Eyes	Smileys
😼	Cat Face With Wry Smile	Smileys
😽	Kissing Cat Face With Closed Eyes	Smileys
😾	Pouting Cat Face	Smileys
😿	Crying Cat Face	Smileys
🙀	Weary Cat Face	Smileys
🙁	Slightly Frowning Face	Smileys
🙂	Slightly Smiling Face	Smileys
🙃	Upside-Down Face	Smileys
🙄	Face With Rolling Eyes	Smileys
🙅	Face With No Good Gesture	Smileys
🙆	Face With Ok Gesture	Smileys
🙇	Person Bowing Deeply	People
🙈	See-No-Evil Monkey	Smileys
🙉	Hear-No-Evil Monkey	Smileys
🙊	Speak-No-Evil Monkey	Smileys
🙋	Happy Person Raising One Hand	People
🙌	Person Raising Both Hands In Celebration	People
🙍	Person Frowning	People
🙎	Person With Pouting Face	Smileys
🙏	Person With Folded Hands	People
🚀	Rocket	Travel & places
🚁	Helicopter	Travel & places
🚂	Steam Locomotive	Food & drink
🚃	Railway Car	Travel & places
🚄	High-Speed Train	Animals & nature
🚅	High-Speed Train With Bullet Nose	People
🚆	Train	Animals & nature
🚇	Metro	Travel & places
🚈	Light Rail	Other
🚉	Station	Travel & places
🚊	Tram	Travel & places
🚋	Tram Car	Travel & places
🚌	Bus	Travel & places
🚍	Oncoming Bus	Travel & places
🚎	Trolleybus	Travel & places
🚏	Bus Stop	Travel & places
🚐	Minibus	Travel & places
🚑	Ambulance	Other
🚒	Fire Engine	Animals & nature
🚓	Police Car	Food & drink
🚔	Oncoming Police Car	Food & drink
🚕	Taxi	Travel & places
🚖	Oncoming Taxi	Travel & places
🚗	Automobile	Activities & objects
🚘	Oncoming Automobile	Activities & objects
🚙	Recreational Vehicle	Other
🚚	Delivery Truck	Travel & places
🚛	Articulated Lorry	Activities & objects
🚜	Tractor	Travel & places
🚝	Monorail	Travel & places
🚞	Mountain Railway	Animals & nature
🚟	Suspension Railway	Travel & places
🚠	Mountain Cableway	Animals & nature
🚡	Aerial Tramway	Travel & places
🚢	Ship	Travel & places
🚣	Rowboat	People
🚤	Speedboat	Travel & places
🚥	Horizontal Traffic Light	Travel & places
🚦	Vertical Traffic Light	Travel & places
🚧	Construction Sign	Travel & places
🚨	Police Cars Revolving Light	Food & drink
🚩	Triangular Flag On Post	Other
🚪	Door	Activities & objects
🚫	No Entry Sign	Symbols
🚬	Smoking Symbol	Symbols
🚭	No Smoking Symbol	Symbols
🚮	Put Litter In Its Place Symbol	Symbols
🚯	Do Not Litter Symbol	Symbols
🚰	Potable Water Symbol	Symbols
🚱	Non-Potable Water Symbol	Symbols
🚲	Bicycle	Travel & places
🚳	No Bicycles	Travel & places
🚴	Bicyclist	Other
🚵	Mountain Bicyclist	Animals & nature
🚶	Pedestrian	Other
🚷	No Pedestrians	Other
🚸	Children Crossing	People
🚹	Mens Symbol	Symbols
🚺	Womens Symbol	Symbols
🚻	Restroom	Other
🚼	Baby Symbol	People
🚽	Toilet	Activities & objects
🚾	Water Closet	Other
🚿	Shower	Activities & objects
🛀	Bath	People
🛁	Bathtub	People
🛂	Passport Control	Travel & places
🛃	Customs	Other
🛄	Baggage Claim	Other
🛅	Left Luggage	Travel & places
🛆	Triangle With Rounded Corners	Food & drink
🛇	Prohibited Sign	Symbols
🛈	Circled Information Source	Symbols
🛉	Boys Symbol	People
🛊	Girls Symbol	People
🛋	Couch And Lamp	Activities & objects
🛌	Sleeping Accommodation	Symbols
🛍	Shopping Bags	Activities & objects
🛎	Bellhop Bell	Travel & places
🛏	Bed	Activities & objects
🛐	Place Of Worship	Travel & places
🛑	Octagonal Sign	Symbols
🛒	Shopping Trolley	Travel & places
🛓	Stupa	Other
🛔	Pagoda	Other
🛕	Hindu Temple	Travel & places
🛖	Hut	Travel & places
🛗	Elevator	Activities & objects
🛜	Wireless	Other
🛝	Playground Slide	Symbols
🛞	Wheel	Travel & places
🛟	Ring Buoy	Activities & objects
🛠	Hammer And Wrench	Activities & objects
🛡	Shield	Activities & objects
🛢	Oil Drum	Activities & objects
🛣	Motorway	Travel & places
🛤	Railway Track	Travel & places
🛥	Motor Boat	Travel & places
🛦	Up-Pointing Military Airplane	Travel & places
🛧	Up-Pointing Airplane	Travel & places
🛨	Up-Pointing Small Airplane	Travel & places
🛩	Small Airplane	Travel & places
🛪	Northeast-Pointing Airplane	Travel & places
🛫	Airplane Departure	Travel & places
🛬	Airplane Arriving	Travel & places
🛰	Satellite	Travel & places
🛱	Oncoming Fire Engine	Animals & nature
🛲	Diesel Locomotive	Activities & objects
🛳	Passenger Ship	Travel & places
🛴	Scooter	Travel & places
🛵	Motor Scooter	Travel & places
🛶	Canoe	Travel & places
🛷	Sled	Activities & objects
🛸	Flying Saucer	Animals & nature
🛹	Skateboard	Animals & nature
🛺	Auto Rickshaw	Other
🛻	Pickup Truck	Travel & places
🛼	Roller Skate	Travel & places
🤀	Circled Cross Formee With Four Dots	Symbols
🤁	Circled Cross Formee With Two Dots	Symbols
🤂	Circled Cross Formee	Symbols
🤃	Left Half Circle With Four Dots	Symbols
🤄	Left Half Circle With Three Dots	Symbols
🤅	Left Half Circle With Two Dots	Symbols
🤆	Left Half Circle With Dot	Symbols
🤇	Left Half Circle	Symbols
🤈	Downward Facing Hook	Activities & objects
🤉	Downward Facing Notched Hook	Activities & objects
🤊	Downward Facing Hook With Dot	Activities & objects
🤋	Downward Facing Notched Hook With Dot	Activities & objects
🤌	Pinched Fingers	People
🤍	White Heart	People
🤎	Brown Heart	People
🤏	Pinching Hand	People
🤐	Zipper-Mouth Face	Smileys
🤑	Money-Mouth Face	Smileys
🤒	Face With Thermometer	Smileys
🤓	Nerd Face	Smileys
🤔	Thinking Face	Smileys
🤕	Face With Head-Bandage	Smileys
🤖	Robot Face	Smileys
🤗	Hugging Face	Smileys
🤘	Sign Of The Horns	Symbols
🤙	Call Me Hand	People
🤚	Raised Back Of Hand	People
🤛	Left-Facing Fist	People
🤜	Right-Facing Fist	People
🤝	Handshake	People
🤞	Hand With Index And Middle Fingers Crossed	People
🤟	I Love You Hand Sign	People
🤠	Face With Cowboy Hat	Smileys
🤡	Clown Face	Smileys
🤢	Nauseated Face	Smileys
🤣	Rolling On The Floor Laughing	Other
🤤	Drooling Face	Smileys
🤥	Lying Face	Smileys
🤦	Face Palm	Smileys
🤧	Sneezing Face	Smileys
🤨	Face With One Eyebrow Raised	Smileys
🤩	Grinning Face With Star Eyes	Smileys
🤪	Grinning Face With One Large And One Small Eye	Smileys
🤫	Face With Finger Covering Closed Lips	Smileys
🤬	Serious Face With Symbols Covering Mouth	Smileys
🤭	Smiling Face With Smiling Eyes And Hand Covering Mouth	Smileys
🤮	Face With Open Mouth Vomiting	Smileys
🤯	Shocked Face With Exploding Head	Smileys
🤰	Pregnant Woman	People
🤱	Breast-Feeding	People
🤲	Palms Up Together	People
🤳	Selfie	People
🤴	Prince	People
🤵	Man In Tuxedo	People
🤶	Mother Christmas	Activities & objects
🤷	Shrug	People
🤸	Person Doing Cartwheel	People
🤹	Juggling	People
🤺	Fencer	People
🤻	Modern Pentathlon	Activities & objects
🤼	Wrestlers	People
🤽	Water Polo	People
🤾	Handball	People
🤿	Diving Mask	Activities & objects
🥀	Wilted Flower	Animals & nature
🥁	Drum With Drumsticks	Activities & objects
🥂	Clinking Glasses	Food & drink
🥃	Tumbler Glass	Food & drink
🥄	Spoon	Smileys
🥅	Goal Net	Activities & objects
🥆	Rifle	Other
🥇	First Place Medal	Activities & objects
🥈	Second Place Medal	Activities & objects
🥉	Third Place Medal	Activities & objects
🥊	Boxing Glove	Animals & nature
🥋	Martial Arts Uniform	Activities & objects
🥌	Curling Stone	Activities & objects
🥍	Lacrosse Stick And Ball	Activities & objects
🥎	Softball	Activities & objects
🥏	Flying Disc	Animals & nature
🥐	Croissant	Animals & nature
🥑	Avocado	Food & drink
🥒	Cucumber	Food & drink
🥓	Bacon	Food & drink
🥔	Potato	Food & drink
🥕	Carrot	Food & drink
🥖	Baguette Bread	Food & drink
🥗	Green Salad	Food & drink
🥘	Shallow Pan Of Food	Food & drink
🥙	Stuffed Flatbread	Food & drink
🥚	Egg	Food & drink
🥛	Glass Of Milk	Food & drink
🥜	Peanuts	Food & drink
🥝	Kiwifruit	Food & drink
🥞	Pancakes	Food & drink
🥟	Dumpling	Food & drink
🥠	Fortune Cookie	Food & drink
🥡	Takeout Box	Animals & nature
🥢	Chopsticks	Food & drink
🥣	Bowl With Spoon	Smileys
🥤	Cup With Straw	Food & drink
🥥	Coconut	Food & drink
🥦	Broccoli	Food & drink
🥧	Pie	Food & drink
🥨	Pretzel	Food & drink
🥩	Cut Of Meat	Food & drink
🥪	Sandwich	Food & drink
🥫	Canned Food	Food & drink
🥬	Leafy Green	Animals & nature
🥭	Mango	People
🥮	Moon Cake	Animals & nature
🥯	Bagel	Food & drink
🥰	Smiling Face With Smiling Eyes And Three Hearts	Smileys
🥱	Yawning Face	Smileys
🥲	Smiling Face With Tear	Smileys
🥳	Face With Party Horn And Party Hat	Smileys
🥴	Face With Uneven Eyes And Wavy Mouth	Smileys
🥵	Overheated Face	Smileys
🥶	Freezing Face	Smileys
🥷	Ninja	People
🥸	Disguised Face	Smileys
🥹	Face Holding Back Tears	Smileys
🥺	Face With Pleading Eyes	Smileys
🥻	Sari	Activities & objects
🥼	Lab Coat	Activities & objects
🥽	Goggles	Activities & objects
🥾	Hiking Boot	Activities & objects
🥿	Flat Shoe	Activities & objects
🦀	Crab	Animals & nature
🦁	Lion Face	Smileys
🦂	Scorpion	Animals & nature
🦃	Turkey	Animals & nature
🦄	Unicorn Face	Smileys
🦅	Eagle	Other
🦆	Duck	Animals & nature
🦇	Bat	Animals & nature
🦈	Shark	Animals & nature
🦉	Owl	Animals & nature
🦊	Fox Face	Smileys
🦋	Butterfly	Animals & nature
🦌	Deer	Animals & nature
🦍	Gorilla	Animals & nature
🦎	Lizard	Animals & nature
🦏	Rhinoceros	Animals & nature
🦐	Shrimp	Animals & nature
🦑	Squid	Animals & nature
🦒	Giraffe Face	Smileys
🦓	Zebra Face	Smileys
🦔	Hedgehog	Animals & nature
🦕	Sauropod	Animals & nature
🦖	T-Rex	Other
🦗	Cricket	Animals & nature
🦘	Kangaroo	Animals & nature
🦙	Llama	Animals & nature
🦚	Peacock	Animals & nature
🦛	Hippopotamus	Animals & nature
🦜	Parrot	Animals & nature
🦝	Raccoon	Other
🦞	Lobster	Animals & nature
🦟	Mosquito	Animals & nature
🦠	Microbe	Animals & nature
🦡	Badger	Animals & nature
🦢	Swan	Animals & nature
🦣	Mammoth	Animals & nature
🦤	Dodo	Animals & nature
🦥	Sloth	Animals & nature
🦦	Otter	Animals & nature
🦧	Orangutan	Animals & nature
🦨	Skunk	Animals & nature
🦩	Flamingo	Animals & nature
🦪	Oyster	Animals & nature
🦫	Beaver	Animals & nature
🦬	Bison	Animals & nature
🦭	Seal	Animals & nature
🦮	Guide Dog	Animals & nature
🦯	Probing Cane	Activities & objects
🦰	Emoji Component Red Hair	Symbols
🦱	Emoji Component Curly Hair	Other
🦲	Emoji Component Bald	Other
🦳	Emoji Component White Hair	Symbols
🦴	Bone	People
🦵	Leg	People
🦶	Foot	People
🦷	Tooth	People
🦸	Superhero	People
🦹	Supervillain	People
🦺	Safety Vest	Other
🦻	Ear With Hearing Aid	People
🦼	Motorized Wheelchair	Travel & places
🦽	Manual Wheelchair	People
🦾	Mechanical Arm	People
🦿	Mechanical Leg	People
🧀	Cheese Wedge	Food & drink
🧁	Cupcake	Food & drink
🧂	Salt Shaker	Food & drink
🧃	Beverage Box	Animals & nature
🧄	Garlic	Food & drink
🧅	Onion	Food & drink
🧆	Falafel	Food & drink
🧇	Waffle	Food & drink
🧈	Butter	Food & drink
🧉	Mate Drink	Food & drink
🧊	Ice Cube	Food & drink
🧋	Bubble Tea	Food & drink
🧌	Troll	Other
🧍	Standing Person	People
🧎	Kneeling Person	People
🧏	Deaf Person	People
🧐	Face With Monocle	Smileys
🧑	Adult	People
🧒	Child	People
🧓	Older Adult	People
🧔	Bearded Person	People
🧕	Person With Headscarf	People
🧖	Person In Steamy Room	People
🧗	Person Climbing	People
🧘	Person In Lotus Position	People
🧙	Mage	Other
🧚	Fairy	People
🧛	Vampire	People
🧜	Merperson	People
🧝	Elf	People
🧞	Genie	People
🧟	Zombie	People
🧠	Brain	People
🧡	Orange Heart	People
🧢	Billed Cap	Other
🧣	Scarf	Travel & places
🧤	Gloves	Activities & objects
🧥	Coat	Activities & objects
🧦	Socks	Activities & objects
🧧	Red Gift Envelope	Activities & objects
🧨	Firecracker	Animals & nature
🧩	Jigsaw Puzzle Piece	Food & drink
🧪	Test Tube	Activities & objects
🧫	Petri Dish	Activities & objects
🧬	Dna Double Helix	Activities & objects
🧭	Compass	Travel & places
🧮	Abacus	Activities & objects
🧯	Fire Extinguisher	Animals & nature
🧰	Toolbox	Animals & nature
🧱	Brick	Other
🧲	Magnet	Activities & objects
🧳	Luggage	Travel & places
🧴	Lotion Bottle	Food & drink
🧵	Spool Of Thread	Smileys
🧶	Ball Of Yarn	Activities & objects
🧷	Safety Pin	Other
🧸	Teddy Bear	People
🧹	Broom	Activities & objects
🧺	Basket	Activities & objects
🧻	Roll Of Paper	Activities & objects
🧼	Bar Of Soap	Activities & objects
🧽	Sponge	Activities & objects
🧾	Receipt	Activities & objects
🧿	Nazar Amulet	Other
🩰	Ballet Shoes	Activities & objects
🩱	One-Piece Swimsuit	Food & drink
🩲	Briefs	Other
🩳	Shorts	Other
🩴	Thong Sandal	Activities & objects
🩵	Light Blue Heart	People
🩶	Grey Heart	People
🩷	Pink Heart	People
🩸	Drop Of Blood	Other
🩹	Adhesive Bandage	Activities & objects
🩺	Stethoscope	Activities & objects
🩻	X-Ray	Other
🩼	Crutch	Other
🪀	Yo-Yo	Activities & objects
🪁	Kite	Activities & objects
🪂	Parachute	Travel & places
🪃	Boomerang	Activities & objects
🪄	Magic Wand	Other
🪅	Pinata	Other
🪆	Nesting Dolls	Animals & nature
🪇	Maracas	Other
🪈	Flute	Other
🪉	Harp	Other
🪏	Shovel	Other
🪐	Ringed Planet	Activities & objects
🪑	Chair	Activities & objects
🪒	Razor	Activities & objects
🪓	Axe	Activities & objects
🪔	Diya Lamp	Activities & objects
🪕	Banjo	Activities & objects
🪖	Military Helmet	Activities & objects
🪗	Accordion	Other
🪘	Long Drum	Activities & objects
🪙	Coin	Activities & objects
🪚	Carpentry Saw	Travel & places
🪛	Screwdriver	Activities & objects
🪜	Ladder	Activities & objects
🪝	Hook	Activities & objects
🪞	Mirror	Activities & objects
🪟	Window	Animals & nature
🪠	Plunger	People
🪡	Sewing Needle	Activities & objects
🪢	Knot	Activities & objects
🪣	Bucket	Activities & objects
🪤	Mouse Trap	Animals & nature
🪥	Toothbrush	People
🪦	Headstone	Activities & objects
🪧	Placard	Travel & places
🪨	Rock	Other
🪩	Mirror Ball	Activities & objects
🪪	Identification Card	Animals & nature
🪫	Low Battery	Animals & nature
🪬	Hamsa	Other
🪭	Folding Hand Fan	People
🪮	Hair Pick	Activities & objects
🪯	Khanda	People
🪰	Fly	Animals & nature
🪱	Worm	Animals & nature
🪲	Beetle	Animals & nature
🪳	Cockroach	Animals & nature
🪴	Potted Plant	Animals & nature
🪵	Wood	Other
🪶	Feather	Animals & nature
🪷	Lotus	Animals & nature
🪸	Coral	Animals & nature
🪹	Empty Nest	Animals & nature
🪺	Nest With Eggs	Animals & nature
🪻	Hyacinth	Other
🪼	Jellyfish	Animals & nature
🪽	Wing	Other
🪾	Leafless Tree	Animals & nature
🪿	Goose	Animals & nature
🫀	Anatomical Heart	People
🫁	Lungs	People
🫂	People Hugging	People
🫃	Pregnant Man	People
🫄	Pregnant Person	People
🫅	Person With Crown	People
🫆	Fingerprint	People
🫎	Moose	Other
🫏	Donkey	Activities & objects
🫐	Blueberries	Symbols
🫑	Bell Pepper	Food & drink
🫒	Olive	Food & drink
🫓	Flatbread	Food & drink
🫔	Tamale	Food & drink
🫕	Fondue	Food & drink
🫖	Teapot	Food & drink
🫗	Pouring Liquid	Activities & objects
🫘	Beans	Food & drink
🫙	Jar	Food & drink
🫚	Ginger Root	Other
🫛	Pea Pod	Other
🫜	Root Vegetable	Other
🫟	Splatter	Other
🫠	Melting Face	Smileys
🫡	Saluting Face	Smileys
🫢	Face With Open Eyes And Hand Over Mouth	Smileys
🫣	Face With Peeking Eye	Smileys
🫤	Face With Diagonal Mouth	Smileys
🫥	Dotted Line Face	Smileys
🫦	Biting Lip	Other
🫧	Bubbles	Other
🫨	Shaking Face	Smileys
🫩	Face With Bags Under Eyes	Smileys
🫰	Hand With Index Finger And Thumb Crossed	People
🫱	Rightwards Hand	People
🫲	Leftwards Hand	People
🫳	Palm Down Hand	People
🫴	Palm Up Hand	People
🫵	Index Pointing At The Viewer	Other
🫶	Heart Hands	People
🫷	Leftwards Pushing Hand	People
🫸	Rightwards Pushing Hand	People
☀	Black Sun With Rays	Animals & nature
☁	Cloud	Animals & nature
☂	Umbrella	Activities & objects
☃	Snowman	People
☄	Comet	Animals & nature
★	Black Star	Animals & nature
☆	White Star	Animals & nature
☇	Lightning	Animals & nature
☈	Thunderstorm	Other
☉	Sun	Animals & nature
☊	Ascending Node	Other
☋	Descending Node	Other
☌	Conjunction	Other
☍	Opposition	Other
☎	Black Telephone	Activities & objects
☏	White Telephone	Activities & objects
☐	Ballot Box	Animals & nature
☑	Ballot Box With Check	Animals & nature
☒	Ballot Box With X	Animals & nature
☓	Saltire	Food & drink
☔	Umbrella With Rain Drops	Animals & nature
☕	Hot Beverage	Other
☖	White Shogi Piece	Food & drink
☗	Black Shogi Piece	Food & drink
☘	Shamrock	Animals & nature
☙	Reversed Rotated Floral Heart Bullet	People
☚	Black Left Pointing Index	Symbols
☛	Black Right Pointing Index	Symbols
☜	White Left Pointing Index	Symbols
☝	White Up Pointing Index	Symbols
☞	White Right Pointing Index	Symbols
☟	White Down Pointing Index	Symbols
☠	Skull And Crossbones	Smileys
☡	Caution Sign	Symbols
☢	Radioactive Sign	Activities & objects
☣	Biohazard Sign	Symbols
☤	Caduceus	Other
☥	Ankh	Other
☦	Orthodox Cross	Animals & nature
☧	Chi Rho	Other
☨	Cross Of Lorraine	Animals & nature
☩	Cross Of Jerusalem	Symbols
☪	Star And Crescent	Animals & nature
☫	Farsi Symbol	Symbols
☬	Adi Shakti	Other
☭	Hammer And Sickle	Activities & objects
☮	Peace Symbol	Symbols
☯	Yin Yang	Symbols
☰	Trigram For Heaven	Other
☱	Trigram For Lake	Other
☲	Trigram For Fire	Animals & nature
☳	Trigram For Thunder	Other
☴	Trigram For Wind	Animals & nature
☵	Trigram For Water	Other
☶	Trigram For Mountain	Animals & nature
☷	Trigram For Earth	People
☸	Wheel Of Dharma	People
☹	White Frowning Face	Smileys
☺	White Smiling Face	Smileys
☻	Black Smiling Face	Smileys
☼	White Sun With Rays	Animals & nature
☽	First Quarter Moon	Animals & nature
☾	Last Quarter Moon	Animals & nature
☿	Mercury	Other
♀	Female Sign	Symbols
♁	Earth	People
♂	Male Sign	Symbols
♃	Jupiter	Other
♄	Saturn	Activities & objects
♅	Uranus	Other
♆	Neptune	Other
♇	Pluto	Other
♈	Aries	Symbols
♉	Taurus	Symbols
♊	Gemini	Activities & objects
♋	Cancer	Symbols
♌	Leo	Symbols
♍	Virgo	Symbols
♎	Libra	Symbols
♏	Scorpius	Symbols
♐	Sagittarius	Symbols
♑	Capricorn	Food & drink
♒	Aquarius	Symbols
♓	Pisces	Symbols
♔	White Chess King	Symbols
♕	White Chess Queen	Symbols
♖	White Chess Rook	Symbols
♗	White Chess Bishop	Symbols
♘	White Chess Knight	Symbols
♙	White Chess Pawn	Animals & nature
♚	Black Chess King	Symbols
♛	Black Chess Queen	Symbols
♜	Black Chess Rook	Symbols
♝	Black Chess Bishop	Symbols
♞	Black Chess Knight	Symbols
♟	Black Chess Pawn	Animals & nature
♠	Black Spade Suit	Symbols
♡	White Heart Suit	People
♢	White Diamond Suit	Symbols
♣	Black Club Suit	Symbols
♤	White Spade Suit	Symbols
♥	Black Heart Suit	People
♦	Black Diamond Suit	Symbols
♧	White Club Suit	Symbols
♨	Hot Springs	Activities & objects
♩	Quarter Note	Activities & objects
♪	Eighth Note	Other
♫	Beamed Eighth Notes	Other
♬	Beamed Sixteenth Notes	Other
♭	Music Flat Sign	Symbols
♮	Music Natural Sign	Symbols
♯	Music Sharp Sign	Symbols
♰	West Syriac Cross	Symbols
♱	East Syriac Cross	Symbols
♲	Universal Recycling Symbol	Symbols
♳	Recycling Symbol For Type-1 Plastics	Symbols
♴	Recycling Symbol For Type-2 Plastics	Symbols
♵	Recycling Symbol For Type-3 Plastics	Symbols
♶	Recycling Symbol For Type-4 Plastics	Symbols
♷	Recycling Symbol For Type-5 Plastics	Symbols
♸	Recycling Symbol For Type-6 Plastics	Symbols
♹	Recycling Symbol For Type-7 Plastics	Symbols
♺	Recycling Symbol For Generic Materials	Food & drink
♻	Black Universal Recycling Symbol	Symbols
♼	Recycled Paper Symbol	Symbols
♽	Partially-Recycled Paper Symbol	Activities & objects
♾	Permanent Paper Sign	People
♿	Wheelchair Symbol	Travel & places
⚀	Die Face-1	Smileys
⚁	Die Face-2	Smileys
⚂	Die Face-3	Smileys
⚃	Die Face-4	Smileys
⚄	Die Face-5	Smileys
⚅	Die Face-6	Smileys
⚆	White Circle With Dot Right	Symbols
⚇	White Circle With Two Dots	Symbols
⚈	Black Circle With White Dot Right	Symbols
⚉	Black Circle With Two White Dots	Symbols
⚊	Monogram For Yang	Other
⚋	Monogram For Yin	Symbols
⚌	Digram For Greater Yang	Other
⚍	Digram For Lesser Yin	Symbols
⚎	Digram For Lesser Yang	Other
⚏	Digram For Greater Yin	Symbols
⚐	White Flag	Symbols
⚑	Black Flag	Symbols
⚒	Hammer And Pick	Activities & objects
⚓	Anchor	Travel & places
⚔	Crossed Swords	Activities & objects
⚕	Staff Of Aesculapius	Other
⚖	Scales	Other
⚗	Alembic	Activities & objects
⚘	Flower	Animals & nature
⚙	Gear	People
⚚	Staff Of Hermes	Other
⚛	Atom Symbol	Symbols
⚜	Fleur-De-Lis	Symbols
⚝	Outlined White Star	Animals & nature
⚞	Three Lines Converging Right	Other
⚟	Three Lines Converging Left	Other
⚠	Warning Sign	Symbols
⚡	High Voltage Sign	Animals & nature
⚢	Doubled Female Sign	Symbols
⚣	Doubled Male Sign	Symbols
⚤	Interlocked Female And Male Sign	Activities & objects
⚥	Male And Female Sign	Symbols
⚦	Male With Stroke Sign	Symbols
⚧	Male With Stroke And Male And Female Sign	Symbols
⚨	Vertical Male With Stroke Sign	Symbols
⚩	Horizontal Male With Stroke Sign	Symbols
⚪	Medium White Circle	Symbols
⚫	Medium Black Circle	Symbols
⚬	Medium Small White Circle	Symbols
⚭	Marriage Symbol	Symbols
⚮	Divorce Symbol	Symbols
⚯	Unmarried Partnership Symbol	Travel & places
⚰	Coffin	Activities & objects
⚱	Funeral Urn	Activities & objects
⚲	Neuter	Other
⚳	Ceres	Other
⚴	Pallas	Other
⚵	Juno	Other
⚶	Vesta	Other
⚷	Chiron	Other
⚸	Black Moon Lilith	Animals & nature
⚹	Sextile	Other
⚺	Semisextile	Other
⚻	Quincunx	Other
⚼	Sesquiquadrate	Animals & nature
⚽	Soccer Ball	Activities & objects
⚾	Baseball	Activities & objects
⚿	Squared Key	Activities & objects
⛀	White Draughts Man	People
⛁	White Draughts King	Symbols
⛂	Black Draughts Man	People
⛃	Black Draughts King	Symbols
⛄	Snowman Without Snow	People
⛅	Sun Behind Cloud	Animals & nature
⛆	Rain	Animals & nature
⛇	Black Snowman	People
⛈	Thunder Cloud And Rain	Animals & nature
⛉	Turned White Shogi Piece	Food & drink
⛊	Turned Black Shogi Piece	Food & drink
⛋	White Diamond In Square	Symbols
⛌	Crossing Lanes	Symbols
⛍	Disabled Car	Travel & places
⛎	Ophiuchus	Symbols
⛏	Pick	Activities & objects
⛐	Car Sliding	Travel & places
⛑	Helmet With White Cross	Activities & objects
⛒	Circled Crossing Lanes	Symbols
⛓	Chains	Activities & objects
⛔	No Entry	Symbols
⛕	Alternate One-Way Left Way Traffic	Travel & places
⛖	Black Two-Way Left Way Traffic	Travel & places
⛗	White Two-Way Left Way Traffic	Travel & places
⛘	Black Left Lane Merge	Symbols
⛙	White Left Lane Merge	Symbols
⛚	Drive Slow Sign	Symbols
⛛	Heavy White Down-Pointing Triangle	Symbols
⛜	Left Closed Entry	Other
⛝	Squared Saltire	Food & drink
⛞	Falling Diagonal In White Circle In Black Square	Symbols
⛟	Black Truck	Travel & places
⛠	Restricted Left Entry-1	Other
⛡	Restricted Left Entry-2	Other
⛢	Astronomical Symbol For Uranus	Symbols
⛣	Heavy Circle With Stroke And Two Dots Above	Symbols
⛤	Pentagram	Activities & objects
⛥	Right-Handed Interlaced Pentagram	People
⛦	Left-Handed Interlaced Pentagram	People
⛧	Inverted Pentagram	Activities & objects
⛨	Black Cross On Shield	Activities & objects
⛩	Shinto Shrine	Travel & places
⛪	Church	Travel & places
⛫	Castle	Travel & places
⛬	Historic Site	Other
⛭	Gear Without Hub	People
⛮	Gear With Handles	People
⛯	Map Symbol For Lighthouse	Travel & places
⛰	Mountain	Animals & nature
⛱	Umbrella On Ground	Activities & objects
⛲	Fountain	Travel & places
⛳	Flag In Hole	Other
⛴	Ferry	Travel & places
⛵	Sailboat	Travel & places
⛶	Square Four Corners	Food & drink
⛷	Skier	People
⛸	Ice Skate	Food & drink
⛹	Person With Ball	People
⛺	Tent	Travel & places
⛻	Japanese Bank Symbol	Travel & places
⛼	Headstone Graveyard Symbol	Activities & objects
⛽	Fuel Pump	Travel & places
⛾	Cup On Black Square	Symbols
⛿	White Flag With Horizontal Middle Black Stripe	Symbols
✀	Black Safety Scissors	Activities & objects
✁	Upper Blade Scissors	Activities & objects
✂	Black Scissors	Activities & objects
✃	Lower Blade Scissors	Activities & objects
✄	White Scissors	Activities & objects
✅	White Heavy Check Mark	Symbols
✆	Telephone Location Sign	Animals & nature
✇	Tape Drive	Other
✈	Airplane	Travel & places
✉	Envelope	Activities & objects
✊	Raised Fist	People
✋	Raised Hand	People
✌	Victory Hand	People
✍	Writing Hand	People
✎	Lower Right Pencil	Activities & objects
✏	Pencil	Activities & objects
✐	Upper Right Pencil	Activities & objects
✑	White Nib	Symbols
✒	Black Nib	Symbols
✓	Check Mark	Symbols
