✔	Heavy Check Mark	Symbols
✕	Multiplication X	Animals & nature
✖	Heavy Multiplication X	Animals & nature
✗	Ballot X	Activities & objects
✘	Heavy Ballot X	Activities & objects
✙	Outlined Greek Cross	Symbols
✚	Heavy Greek Cross	Symbols
✛	Open Centre Cross	Activities & objects
✜	Heavy Open Centre Cross	Activities & objects
✝	Latin Cross	Symbols
✞	Shadowed White Latin Cross	Symbols
✟	Outlined Latin Cross	Symbols
✠	Maltese Cross	Symbols
✡	Star Of David	Animals & nature
✢	Four Teardrop-Spoked Asterisk	Smileys
✣	Four Balloon-Spoked Asterisk	Activities & objects
✤	Heavy Four Balloon-Spoked Asterisk	Activities & objects
✥	Four Club-Spoked Asterisk	Symbols
✦	Black Four Pointed Star	Animals & nature
✧	White Four Pointed Star	Animals & nature
✨	Sparkles	Travel & places
✩	Stress Outlined White Star	Animals & nature
✪	Circled White Star	Animals & nature
✫	Open Centre Black Star	Animals & nature
✬	Black Centre White Star	Animals & nature
✭	Outlined Black Star	Animals & nature
✮	Heavy Outlined Black Star	Animals & nature
✯	Pinwheel Star	Animals & nature
✰	Shadowed White Star	Animals & nature
✱	Heavy Asterisk	Symbols
✲	Open Centre Asterisk	Activities & objects
✳	Eight Spoked Asterisk	Symbols
✴	Eight Pointed Black Star	Animals & nature
✵	Eight Pointed Pinwheel Star	Animals & nature
✶	Six Pointed Black Star	Animals & nature
✷	Eight Pointed Rectilinear Black Star	People
✸	Heavy Eight Pointed Rectilinear Black Star	People
✹	Twelve Pointed Black Star	Animals & nature
✺	Sixteen Pointed Asterisk	Symbols
✻	Teardrop-Spoked Asterisk	Smileys
✼	Open Centre Teardrop-Spoked Asterisk	Smileys
✽	Heavy Teardrop-Spoked Asterisk	Smileys
✾	Six Petalled Black And White Florette	Symbols
✿	Black Florette	Symbols
❀	White Florette	Symbols
❁	Eight Petalled Outlined Black Florette	Symbols
❂	Circled Open Centre Eight Pointed Star	Animals & nature
❃	Heavy Teardrop-Spoked Pinwheel Asterisk	Smileys
❄	Snowflake	Animals & nature
❅	Tight Trifoliate Snowflake	Animals & nature
❆	Heavy Chevron Snowflake	Animals & nature
❇	Sparkle	Travel & places
❈	Heavy Sparkle	Travel & places
❉	Balloon-Spoked Asterisk	Activities & objects
❊	Eight Teardrop-Spoked Propeller Asterisk	Smileys
❋	Heavy Eight Teardrop-Spoked Propeller Asterisk	Smileys
❌	Cross Mark	Symbols
❍	Shadowed White Circle	Symbols
❎	Negative Squared Cross Mark	Symbols
❏	Lower Right Drop-Shadowed White Square	Symbols
❐	Upper Right Drop-Shadowed White Square	Symbols
❑	Lower Right Shadowed White Square	Symbols
❒	Upper Right Shadowed White Square	Symbols
❓	Black Question Mark Ornament	Symbols
❔	White Question Mark Ornament	Symbols
❕	White Exclamation Mark Ornament	Symbols
❖	Black Diamond Minus White X	Symbols
❗	Heavy Exclamation Mark Symbol	Symbols
❘	Light Vertical Bar	Other
❙	Medium Vertical Bar	Other
❚	Heavy Vertical Bar	Other
❛	Heavy Single Turned Comma Quotation Mark Ornament	Activities & objects
❜	Heavy Single Comma Quotation Mark Ornament	Symbols
❝	Heavy Double Turned Comma Quotation Mark Ornament	Activities & objects
❞	Heavy Double Comma Quotation Mark Ornament	Symbols
❟	Heavy Low Single Comma Quotation Mark Ornament	Symbols
❠	Heavy Low Double Comma Quotation Mark Ornament	Symbols
❡	Curved Stem Paragraph Sign Ornament	Symbols
❢	Heavy Exclamation Mark Ornament	Symbols
❣	Heavy Heart Exclamation Mark Ornament	People
❤	Heavy Black Heart	People
❥	Rotated Heavy Black Heart Bullet	People
❦	Floral Heart	People
❧	Rotated Floral Heart Bullet	People
❨	Medium Left Parenthesis Ornament	Other
❩	Medium Right Parenthesis Ornament	Other
❪	Medium Flattened Left Parenthesis Ornament	Other
❫	Medium Flattened Right Parenthesis Ornament	Other
❬	Medium Left-Pointing Angle Bracket Ornament	Other
❭	Medium Right-Pointing Angle Bracket Ornament	Other
❮	Heavy Left-Pointing Angle Quotation Mark Ornament	Symbols
❯	Heavy Right-Pointing Angle Quotation Mark Ornament	Symbols
❰	Heavy Left-Pointing Angle Bracket Ornament	Other
❱	Heavy Right-Pointing Angle Bracket Ornament	Other
❲	Light Left Tortoise Shell Bracket Ornament	Animals & nature
❳	Light Right Tortoise Shell Bracket Ornament	Animals & nature
❴	Medium Left Curly Bracket Ornament	Other
❵	Medium Right Curly Bracket Ornament	Other
❶	Dingbat Negative Circled Digit One	Animals & nature
❷	Dingbat Negative Circled Digit Two	Animals & nature
❸	Dingbat Negative Circled Digit Three	Animals & nature
❹	Dingbat Negative Circled Digit Four	Animals & nature
❺	Dingbat Negative Circled Digit Five	Animals & nature
❻	Dingbat Negative Circled Digit Six	Animals & nature
❼	Dingbat Negative Circled Digit Seven	Animals & nature
❽	Dingbat Negative Circled Digit Eight	Animals & nature
❾	Dingbat Negative Circled Digit Nine	Animals & nature
❿	Dingbat Negative Circled Number Ten	Animals & nature
➀	Dingbat Circled Sans-Serif Digit One	Animals & nature
➁	Dingbat Circled Sans-Serif Digit Two	Animals & nature
➂	Dingbat Circled Sans-Serif Digit Three	Animals & nature
➃	Dingbat Circled Sans-Serif Digit Four	Animals & nature
➄	Dingbat Circled Sans-Serif Digit Five	Animals & nature
➅	Dingbat Circled Sans-Serif Digit Six	Animals & nature
➆	Dingbat Circled Sans-Serif Digit Seven	Animals & nature
➇	Dingbat Circled Sans-Serif Digit Eight	Animals & nature
➈	Dingbat Circled Sans-Serif Digit Nine	Animals & nature
➉	Dingbat Circled Sans-Serif Number Ten	Animals & nature
➊	Dingbat Negative Circled Sans-Serif Digit One	Animals & nature
➋	Dingbat Negative Circled Sans-Serif Digit Two	Animals & nature
➌	Dingbat Negative Circled Sans-Serif Digit Three	Animals & nature
➍	Dingbat Negative Circled Sans-Serif Digit Four	Animals & nature
➎	Dingbat Negative Circled Sans-Serif Digit Five	Animals & nature
➏	Dingbat Negative Circled Sans-Serif Digit Six	Animals & nature
➐	Dingbat Negative Circled Sans-Serif Digit Seven	Animals & nature
➑	Dingbat Negative Circled Sans-Serif Digit Eight	Animals & nature
➒	Dingbat Negative Circled Sans-Serif Digit Nine	Animals & nature
➓	Dingbat Negative Circled Sans-Serif Number Ten	Animals & nature
➔	Heavy Wide-Headed Rightwards Arrow	Symbols
➕	Heavy Plus Sign	Symbols
➖	Heavy Minus Sign	Symbols
➗	Heavy Division Sign	Symbols
➘	Heavy South East Arrow	Symbols
➙	Heavy Rightwards Arrow	Symbols
➚	Heavy North East Arrow	Symbols
➛	Drafting Point Rightwards Arrow	Symbols
➜	Heavy Round-Tipped Rightwards Arrow	Symbols
➝	Triangle-Headed Rightwards Arrow	Symbols
➞	Heavy Triangle-Headed Rightwards Arrow	Symbols
➟	Dashed Triangle-Headed Rightwards Arrow	Symbols
➠	Heavy Dashed Triangle-Headed Rightwards Arrow	Symbols
➡	Black Rightwards Arrow	Symbols
➢	Three-D Top-Lighted Rightwards Arrowhead	Symbols
➣	Three-D Bottom-Lighted Rightwards Arrowhead	Symbols
➤	Black Rightwards Arrowhead	Symbols
➥	Heavy Black Curved Downwards And Rightwards Arrow	Symbols
➦	Heavy Black Curved Upwards And Rightwards Arrow	Symbols
➧	Squat Black Rightwards Arrow	Symbols
➨	Heavy Concave-Pointed Black Rightwards Arrow	Symbols
➩	Right-Shaded White Rightwards Arrow	Symbols
➪	Left-Shaded White Rightwards Arrow	Symbols
➫	Back-Tilted Shadowed White Rightwards Arrow	Symbols
➬	Front-Tilted Shadowed White Rightwards Arrow	Symbols
➭	Heavy Lower Right-Shadowed White Rightwards Arrow	Symbols
➮	Heavy Upper Right-Shadowed White Rightwards Arrow	Symbols
➯	Notched Lower Right-Shadowed White Rightwards Arrow	Symbols
➰	Curly Loop	Other
➱	Notched Upper Right-Shadowed White Rightwards Arrow	Symbols
➲	Circled Heavy White Rightwards Arrow	Symbols
➳	White-Feathered Rightwards Arrow	Animals & nature
➴	Black-Feathered South East Arrow	Animals & nature
➵	Black-Feathered Rightwards Arrow	Animals & nature
➶	Black-Feathered North East Arrow	Animals & nature
➷	Heavy Black-Feathered South East Arrow	Animals & nature
➸	Heavy Black-Feathered Rightwards Arrow	Animals & nature
➹	Heavy Black-Feathered North East Arrow	Animals & nature
➺	Teardrop-Barbed Rightwards Arrow	Smileys
➻	Heavy Teardrop-Shanked Rightwards Arrow	Smileys
➼	Wedge-Tailed Rightwards Arrow	Symbols
➽	Heavy Wedge-Tailed Rightwards Arrow	Symbols
➾	Open-Outlined Rightwards Arrow	Activities & objects
➿	Double Curly Loop	Symbols
⬀	North East White Arrow	Symbols
⬁	North West White Arrow	Symbols
⬂	South East White Arrow	Symbols
⬃	South West White Arrow	Symbols
⬄	Left Right White Arrow	Symbols
⬅	Leftwards Black Arrow	Symbols
⬆	Upwards Black Arrow	Symbols
⬇	Downwards Black Arrow	Symbols
⬈	North East Black Arrow	Symbols
⬉	North West Black Arrow	Symbols
⬊	South East Black Arrow	Symbols
⬋	South West Black Arrow	Symbols
⬌	Left Right Black Arrow	Symbols
⬍	Up Down Black Arrow	Symbols
⬎	Rightwards Arrow With Tip Downwards	Symbols
⬏	Rightwards Arrow With Tip Upwards	Symbols
⬐	Leftwards Arrow With Tip Downwards	Symbols
⬑	Leftwards Arrow With Tip Upwards	Symbols
⬬	Black Horizontal Ellipse	Symbols
⬭	White Horizontal Ellipse	Symbols
⬮	Black Vertical Ellipse	Symbols
⬯	White Vertical Ellipse	Symbols
⬰	Left Arrow With Small Circle	Symbols
⬱	Three Leftwards Arrows	Symbols
⬲	Left Arrow With Circled Plus	Symbols
⬳	Long Leftwards Squiggle Arrow	Symbols
⬴	Leftwards Two-Headed Arrow With Vertical Stroke	Symbols
⬵	Leftwards Two-Headed Arrow With Double Vertical Stroke	Symbols
⬶	Leftwards Two-Headed Arrow From Bar	Symbols
⬷	Leftwards Two-Headed Triple Dash Arrow	Symbols
⬸	Leftwards Arrow With Dotted Stem	Symbols
⬹	Leftwards Arrow With Tail With Vertical Stroke	Symbols
⬺	Leftwards Arrow With Tail With Double Vertical Stroke	Symbols
⬻	Leftwards Two-Headed Arrow With Tail	Symbols
⬼	Leftwards Two-Headed Arrow With Tail With Vertical Stroke	Symbols
⬽	Leftwards Two-Headed Arrow With Tail With Double Vertical Stroke	Symbols
⬾	Leftwards Arrow Through X	Symbols
⬿	Wave Arrow Pointing Directly Left	Animals & nature
⭀	Equals Sign Above Leftwards Arrow	Symbols
⭁	Reverse Tilde Operator Above Leftwards Arrow	Animals & nature
⭂	Leftwards Arrow Above Reverse Almost Equal To	Symbols
⭃	Rightwards Arrow Through Greater-Than	Symbols
⭄	Rightwards Arrow Through Superset	Symbols
⭅	Leftwards Quadruple Arrow	Symbols
⭆	Rightwards Quadruple Arrow	Symbols
⭇	Reverse Tilde Operator Above Rightwards Arrow	Animals & nature
⭈	Rightwards Arrow Above Reverse Almost Equal To	Symbols
⭉	Tilde Operator Above Leftwards Arrow	Animals & nature
⭊	Leftwards Arrow Above Almost Equal To	Symbols
⭋	Leftwards Arrow Above Reverse Tilde Operator	Animals & nature
⭌	Rightwards Arrow Above Reverse Tilde Operator	Animals & nature
⭍	Downwards Triangle-Headed Zigzag Arrow	Symbols
⭎	Short Slanted North Arrow	Animals & nature
⭏	Short Backslanted South Arrow	Animals & nature
⭐	White Medium Star	Animals & nature
⭑	Black Small Star	Animals & nature
⭒	White Small Star	Animals & nature
⭓	Black Right-Pointing Pentagon	Activities & objects
⭔	White Right-Pointing Pentagon	Activities & objects
⭕	Heavy Large Circle	Symbols
⭖	Heavy Oval With Oval Inside	Other
⭗	Heavy Circle With Circle Inside	Symbols
⭘	Heavy Circle	Symbols
⭙	Heavy Circled Saltire	Food & drink
⭚	Slanted North Arrow With Hooked Head	Animals & nature
⭛	Backslanted South Arrow With Hooked Tail	Animals & nature
⭜	Slanted North Arrow With Horizontal Tail	Animals & nature
⭝	Backslanted South Arrow With Horizontal Tail	Animals & nature
⭞	Bent Arrow Pointing Downwards Then North East	Animals & nature
⭟	Short Bent Arrow Pointing Downwards Then North East	Animals & nature
⭠	Leftwards Triangle-Headed Arrow	Symbols
⭡	Upwards Triangle-Headed Arrow	Symbols
⭢	Rightwards Triangle-Headed Arrow	Symbols
⭣	Downwards Triangle-Headed Arrow	Symbols
⭤	Left Right Triangle-Headed Arrow	Symbols
⭥	Up Down Triangle-Headed Arrow	Symbols
⭦	North West Triangle-Headed Arrow	Symbols
⭧	North East Triangle-Headed Arrow	Symbols
⭨	South East Triangle-Headed Arrow	Symbols
⭩	South West Triangle-Headed Arrow	Symbols
⭪	Leftwards Triangle-Headed Dashed Arrow	Symbols
⭫	Upwards Triangle-Headed Dashed Arrow	Symbols
⭬	Rightwards Triangle-Headed Dashed Arrow	Symbols
⭭	Downwards Triangle-Headed Dashed Arrow	Symbols
⭮	Clockwise Triangle-Headed Open Circle Arrow	Activities & objects
⭯	Anticlockwise Triangle-Headed Open Circle Arrow	Animals & nature
⭰	Leftwards Triangle-Headed Arrow To Bar	Symbols
⭱	Upwards Triangle-Headed Arrow To Bar	Symbols
⭲	Rightwards Triangle-Headed Arrow To Bar	Symbols
⭳	Downwards Triangle-Headed Arrow To Bar	Symbols
⭶	North West Triangle-Headed Arrow To Bar	Symbols
⭷	North East Triangle-Headed Arrow To Bar	Symbols
⭸	South East Triangle-Headed Arrow To Bar	Symbols
⭹	South West Triangle-Headed Arrow To Bar	Symbols
⭺	Leftwards Triangle-Headed Arrow With Double Horizontal Stroke	Symbols
⭻	Upwards Triangle-Headed Arrow With Double Horizontal Stroke	Symbols
⭼	Rightwards Triangle-Headed Arrow With Double Horizontal Stroke	Symbols
⭽	Downwards Triangle-Headed Arrow With Double Horizontal Stroke	Symbols
⭾	Horizontal Tab Key	Activities & objects
⭿	Vertical Tab Key	Activities & objects
⮀	Leftwards Triangle-Headed Arrow Over Rightwards Triangle-Headed Arrow	Symbols
⮁	Upwards Triangle-Headed Arrow Leftwards Of Downwards Triangle-Headed Arrow	Symbols
⮂	Rightwards Triangle-Headed Arrow Over Leftwards Triangle-Headed Arrow	Symbols
⮃	Downwards Triangle-Headed Arrow Leftwards Of Upwards Triangle-Headed Arrow	Symbols
⮄	Leftwards Triangle-Headed Paired Arrows	Symbols
⮅	Upwards Triangle-Headed Paired Arrows	Symbols
⮆	Rightwards Triangle-Headed Paired Arrows	Symbols
⮇	Downwards Triangle-Headed Paired Arrows	Symbols
⮈	Leftwards Black Circled White Arrow	Symbols
⮉	Upwards Black Circled White Arrow	Symbols
⮊	Rightwards Black Circled White Arrow	Symbols
⮋	Downwards Black Circled White Arrow	Symbols
⮌	Anticlockwise Triangle-Headed Right U-Shaped Arrow	Animals & nature
⮍	Anticlockwise Triangle-Headed Bottom U-Shaped Arrow	Animals & nature
⮎	Anticlockwise Triangle-Headed Left U-Shaped Arrow	Animals & nature
⮏	Anticlockwise Triangle-Headed Top U-Shaped Arrow	Animals & nature
⮐	Return Left	Activities & objects
⮑	Return Right	Activities & objects
⮒	Newline Left	Other
⮓	Newline Right	Other
⮔	Four Corner Arrows Circling Anticlockwise	Animals & nature
⮕	Rightwards Black Arrow	Symbols
⮗	Symbol For Type A Electronics	Symbols
⮘	Three-D Top-Lighted Leftwards Equilateral Arrowhead	Symbols
⮙	Three-D Right-Lighted Upwards Equilateral Arrowhead	Symbols
⮚	Three-D Top-Lighted Rightwards Equilateral Arrowhead	Symbols
⮛	Three-D Left-Lighted Downwards Equilateral Arrowhead	Symbols
⮜	Black Leftwards Equilateral Arrowhead	Symbols
⮝	Black Upwards Equilateral Arrowhead	Symbols
⮞	Black Rightwards Equilateral Arrowhead	Symbols
⮟	Black Downwards Equilateral Arrowhead	Symbols
⮠	Downwards Triangle-Headed Arrow With Long Tip Leftwards	Symbols
⮡	Downwards Triangle-Headed Arrow With Long Tip Rightwards	Symbols
⮢	Upwards Triangle-Headed Arrow With Long Tip Leftwards	Symbols
⮣	Upwards Triangle-Headed Arrow With Long Tip Rightwards	Symbols
⮤	Leftwards Triangle-Headed Arrow With Long Tip Upwards	Symbols
⮥	Rightwards Triangle-Headed Arrow With Long Tip Upwards	Symbols
⮦	Leftwards Triangle-Headed Arrow With Long Tip Downwards	Symbols
⮧	Rightwards Triangle-Headed Arrow With Long Tip Downwards	Symbols
⮨	Black Curved Downwards And Leftwards Arrow	Symbols
⮩	Black Curved Downwards And Rightwards Arrow	Symbols
⮪	Black Curved Upwards And Leftwards Arrow	Symbols
⮫	Black Curved Upwards And Rightwards Arrow	Symbols
⮬	Black Curved Leftwards And Upwards Arrow	Symbols
⮭	Black Curved Rightwards And Upwards Arrow	Symbols
⮮	Black Curved Leftwards And Downwards Arrow	Symbols
⮯	Black Curved Rightwards And Downwards Arrow	Symbols
⮰	Ribbon Arrow Down Left	Activities & objects
⮱	Ribbon Arrow Down Right	Activities & objects
⮲	Ribbon Arrow Up Left	Activities & objects
⮳	Ribbon Arrow Up Right	Activities & objects
⮴	Ribbon Arrow Left Up	Activities & objects
⮵	Ribbon Arrow Right Up	Activities & objects
⮶	Ribbon Arrow Left Down	Activities & objects
⮷	Ribbon Arrow Right Down	Activities & objects
⮸	Upwards White Arrow From Bar With Horizontal Bar	Symbols
⮹	Up Arrowhead In A Rectangle Box	Animals & nature
⮺	Overlapping White Squares	Symbols
⮻	Overlapping White And Black Squares	Symbols
⮼	Overlapping Black Squares	Symbols
⮽	Ballot Box With Light X	Animals & nature
⮾	Circled X	Symbols
⮿	Circled Bold X	Symbols
⯀	Black Square Centred	Symbols
⯁	Black Diamond Centred	Symbols
⯂	Turned Black Pentagon	Activities & objects
⯃	Horizontal Black Octagon	Symbols
⯄	Black Octagon	Symbols
⯅	Black Medium Up-Pointing Triangle Centred	Symbols
⯆	Black Medium Down-Pointing Triangle Centred	Symbols
⯇	Black Medium Left-Pointing Triangle Centred	Symbols
⯈	Black Medium Right-Pointing Triangle Centred	Symbols
⯉	Neptune Form Two	Other
⯊	Top Half Black Circle	Symbols
⯋	Bottom Half Black Circle	Symbols
⯌	Light Four Pointed Black Cusp	Symbols
⯍	Rotated Light Four Pointed Black Cusp	Symbols
⯎	White Four Pointed Cusp	Symbols
⯏	Rotated White Four Pointed Cusp	Symbols
⯐	Square Position Indicator	Animals & nature
⯑	Uncertainty Sign	Symbols
⯒	Group Mark	Symbols
⯓	Pluto Form Two	Other
⯔	Pluto Form Three	Other
⯕	Pluto Form Four	Other
⯖	Pluto Form Five	Other
⯗	Transpluto	Other
⯘	Proserpina	Animals & nature
⯙	Astraea	Other
⯚	Hygiea	Other
⯛	Pholus	Other
⯜	Nessus	Other
⯝	White Moon Selena	Animals & nature
⯞	Black Diamond On Cross	Symbols
⯟	True Light Moon Arta	Animals & nature
⯠	Cupido	Other
⯡	Hades	Other
⯢	Zeus	Other
⯣	Kronos	Other
⯤	Apollon	Other
⯥	Admetos	Other
⯦	Vulcanus	Other
⯧	Poseidon	Other
⯨	Left Half Black Star	Animals & nature
⯩	Right Half Black Star	Animals & nature
⯪	Star With Left Half Black	Animals & nature
⯫	Star With Right Half Black	Animals & nature
⯬	Leftwards Two-Headed Arrow With Triangle Arrowheads	Symbols
⯭	Upwards Two-Headed Arrow With Triangle Arrowheads	Symbols
⯮	Rightwards Two-Headed Arrow With Triangle Arrowheads	Symbols
⯯	Downwards Two-Headed Arrow With Triangle Arrowheads	Symbols
⯰	Eris Form One	Other
⯱	Eris Form Two	Other
⯲	Sedna	Activities & objects
⯳	Russian Astrological Symbol Vigintile	Symbols
⯴	Russian Astrological Symbol Novile	Symbols
⯵	Russian Astrological Symbol Quintile	Symbols
⯶	Russian Astrological Symbol Binovile	Symbols
⯷	Russian Astrological Symbol Sentagon	Symbols
⯸	Russian Astrological Symbol Tredecile	Symbols
⯹	Equals Sign With Infinity Below	Symbols
⯺	United Symbol	Symbols
⯻	Separated Symbol	Animals & nature
⯼	Doubled Symbol	Symbols
⯽	Passed Symbol	Symbols
⯾	Reversed Right Angle	Other
⯿	Hellschreiber Pause Symbol	Symbols
←	Leftwards Arrow	Symbols
↑	Upwards Arrow	Symbols
→	Rightwards Arrow	Symbols
↓	Downwards Arrow	Symbols
↔	Left Right Arrow	Symbols
↕	Up Down Arrow	Symbols
↖	North West Arrow	Symbols
↗	North East Arrow	Symbols
↘	South East Arrow	Symbols
↙	South West Arrow	Symbols
↚	Leftwards Arrow With Stroke	Symbols
↛	Rightwards Arrow With Stroke	Symbols
↜	Leftwards Wave Arrow	Animals & nature
↝	Rightwards Wave Arrow	Animals & nature
↞	Leftwards Two Headed Arrow	Symbols
↟	Upwards Two Headed Arrow	Symbols
↠	Rightwards Two Headed Arrow	Symbols
↡	Downwards Two Headed Arrow	Symbols
↢	Leftwards Arrow With Tail	Symbols
↣	Rightwards Arrow With Tail	Symbols
↤	Leftwards Arrow From Bar	Symbols
↥	Upwards Arrow From Bar	Symbols
↦	Rightwards Arrow From Bar	Symbols
↧	Downwards Arrow From Bar	Symbols
↨	Up Down Arrow With Base	Symbols
↩	Leftwards Arrow With Hook	Activities & objects
↪	Rightwards Arrow With Hook	Activities & objects
↫	Leftwards Arrow With Loop	Symbols
↬	Rightwards Arrow With Loop	Symbols
↭	Left Right Wave Arrow	Animals & nature
↮	Left Right Arrow With Stroke	Symbols
↯	Downwards Zigzag Arrow	Symbols
↰	Upwards Arrow With Tip Leftwards	Symbols
↱	Upwards Arrow With Tip Rightwards	Symbols
↲	Downwards Arrow With Tip Leftwards	Symbols
↳	Downwards Arrow With Tip Rightwards	Symbols
↴	Rightwards Arrow With Corner Downwards	Food & drink
↵	Downwards Arrow With Corner Leftwards	Food & drink
↶	Anticlockwise Top Semicircle Arrow	Animals & nature
↷	Clockwise Top Semicircle Arrow	Activities & objects
↸	North West Arrow To Long Bar	Symbols
↹	Leftwards Arrow To Bar Over Rightwards Arrow To Bar	Symbols
↺	Anticlockwise Open Circle Arrow	Animals & nature
↻	Clockwise Open Circle Arrow	Activities & objects
↼	Leftwards Harpoon With Barb Upwards	Smileys
↽	Leftwards Harpoon With Barb Downwards	Smileys
↾	Upwards Harpoon With Barb Rightwards	Smileys
↿	Upwards Harpoon With Barb Leftwards	Smileys
⇀	Rightwards Harpoon With Barb Upwards	Smileys
⇁	Rightwards Harpoon With Barb Downwards	Smileys
⇂	Downwards Harpoon With Barb Rightwards	Smileys
⇃	Downwards Harpoon With Barb Leftwards	Smileys
⇄	Rightwards Arrow Over Leftwards Arrow	Symbols
⇅	Upwards Arrow Leftwards Of Downwards Arrow	Symbols
⇆	Leftwards Arrow Over Rightwards Arrow	Symbols
⇇	Leftwards Paired Arrows	Symbols
⇈	Upwards Paired Arrows	Symbols
⇉	Rightwards Paired Arrows	Symbols
⇊	Downwards Paired Arrows	Symbols
⇋	Leftwards Harpoon Over Rightwards Harpoon	Smileys
⇌	Rightwards Harpoon Over Leftwards Harpoon	Smileys
⇍	Leftwards Double Arrow With Stroke	Symbols
⇎	Left Right Double Arrow With Stroke	Symbols
⇏	Rightwards Double Arrow With Stroke	Symbols
⇐	Leftwards Double Arrow	Symbols
⇑	Upwards Double Arrow	Symbols
⇒	Rightwards Double Arrow	Symbols
⇓	Downwards Double Arrow	Symbols
⇔	Left Right Double Arrow	Symbols
⇕	Up Down Double Arrow	Symbols
⇖	North West Double Arrow	Symbols
⇗	North East Double Arrow	Symbols
⇘	South East Double Arrow	Symbols
⇙	South West Double Arrow	Symbols
⇚	Leftwards Triple Arrow	Symbols
⇛	Rightwards Triple Arrow	Symbols
⇜	Leftwards Squiggle Arrow	Symbols
⇝	Rightwards Squiggle Arrow	Symbols
⇞	Upwards Arrow With Double Stroke	Symbols
⇟	Downwards Arrow With Double Stroke	Symbols
⇠	Leftwards Dashed Arrow	Symbols
⇡	Upwards Dashed Arrow	Symbols
⇢	Rightwards Dashed Arrow	Symbols
⇣	Downwards Dashed Arrow	Symbols
⇤	Leftwards Arrow To Bar	Symbols
⇥	Rightwards Arrow To Bar	Symbols
⇦	Leftwards White Arrow	Symbols
⇧	Upwards White Arrow	Symbols
⇨	Rightwards White Arrow	Symbols
⇩	Downwards White Arrow	Symbols
⇪	Upwards White Arrow From Bar	Symbols
⇫	Upwards White Arrow On Pedestal	Symbols
⇬	Upwards White Arrow On Pedestal With Horizontal Bar	Symbols
⇭	Upwards White Arrow On Pedestal With Vertical Bar	Symbols
⇮	Upwards White Double Arrow	Symbols
⇯	Upwards White Double Arrow On Pedestal	Symbols
⇰	Rightwards White Arrow From Wall	Symbols
⇱	North West Arrow To Corner	Food & drink
⇲	South East Arrow To Corner	Food & drink
⇳	Up Down White Arrow	Symbols
⇴	Right Arrow With Small Circle	Symbols
⇵	Downwards Arrow Leftwards Of Upwards Arrow	Symbols
⇶	Three Rightwards Arrows	Symbols
⇷	Leftwards Arrow With Vertical Stroke	Symbols
⇸	Rightwards Arrow With Vertical Stroke	Symbols
⇹	Left Right Arrow With Vertical Stroke	Symbols
⇺	Leftwards Arrow With Double Vertical Stroke	Symbols
⇻	Rightwards Arrow With Double Vertical Stroke	Symbols
⇼	Left Right Arrow With Double Vertical Stroke	Symbols
⇽	Leftwards Open-Headed Arrow	Activities & objects
⇾	Rightwards Open-Headed Arrow	Activities & objects
⇿	Left Right Open-Headed Arrow	Activities & objects
⌀	Diameter Sign	Symbols
⌁	Electric Arrow	Symbols
⌂	House	Travel & places
⌃	Up Arrowhead	Symbols
⌄	Down Arrowhead	Symbols
⌅	Projective	Other
⌆	Perspective	Other
⌇	Wavy Line	Symbols
⌈	Left Ceiling	Other
⌉	Right Ceiling	Other
⌊	Left Floor	Other
⌋	Right Floor	Other
⌌	Bottom Right Crop	Symbols
⌍	Bottom Left Crop	Symbols
⌎	Top Right Crop	Other
⌏	Top Left Crop	Other
⌐	Reversed Not Sign	Symbols
⌑	Square Lozenge	Symbols
⌒	Arc	Other
⌓	Segment	Other
⌔	Sector	Other
⌕	Telephone Recorder	Activities & objects
⌖	Position Indicator	Animals & nature
⌗	Viewdata Square	Symbols
⌘	Place Of Interest Sign	Symbols
⌙	Turned Not Sign	Activities & objects
⌚	Watch	Activities & objects
⌛	Hourglass	Activities & objects
⌜	Top Left Corner	Food & drink
⌝	Top Right Corner	Food & drink
⌞	Bottom Left Corner	Food & drink
⌟	Bottom Right Corner	Food & drink
⌠	Top Half Integral	Other
⌡	Bottom Half Integral	Symbols
⌢	Frown	Other
⌣	Smile	Smileys
⌤	Up Arrowhead Between Two Horizontal Bars	Symbols
⌥	Option Key	Activities & objects
⌦	Erase To The Right	Other
⌧	X In A Rectangle Box	Animals & nature
⌨	Keyboard	Animals & nature
〈	Left-Pointing Angle Bracket	Other
〉	Right-Pointing Angle Bracket	Other
⌫	Erase To The Left	Other
⌬	Benzene Ring	Activities & objects
⌭	Cylindricity	Other
⌮	All Around-Profile	Activities & objects
⌯	Symmetry	Other
⌰	Total Runout	Other
⌱	Dimension Origin	Other
⌲	Conical Taper	Other
⌳	Slope	Other
⌴	Counterbore	Other
⌵	Countersink	Other
⌶	Apl Functional Symbol I-Beam	Symbols
⌷	Apl Functional Symbol Squish Quad	Symbols
⌸	Apl Functional Symbol Quad Equal	Symbols
⌹	Apl Functional Symbol Quad Divide	Symbols
⌺	Apl Functional Symbol Quad Diamond	Symbols
⌻	Apl Functional Symbol Quad Jot	Symbols
⌼	Apl Functional Symbol Quad Circle	Symbols
⌽	Apl Functional Symbol Circle Stile	Symbols
⌾	Apl Functional Symbol Circle Jot	Symbols
⌿	Apl Functional Symbol Slash Bar	Symbols
⍀	Apl Functional Symbol Backslash Bar	Symbols
⍁	Apl Functional Symbol Quad Slash	Symbols
⍂	Apl Functional Symbol Quad Backslash	Symbols
